id,quality,description,total_attr_value,total_sum,monster_id,mintmark_class
42363,2,瓏·戌猎,0 0 95 80 0 0,175,,74
42364,2,瓏·亥蛮,0 0 0 0 40 125,165,,74
42365,4,穹明拾光,54 0 54 0 25 122,255,,74
42366,5,瓏腾四海,0 32 52 32 39 110,265,,74
42367,5,悍武一方,58 29 0 29 41 98,255,,74
42368,5,沧吟星海·逐,58 32 0 32 43 90,255,,75
42369,5,沧吟星海·浪,0 32 58 32 43 90,255,,75
42370,5,沧吟星海·歌,70 30 0 30 38 87,255,,75
42371,5,沧吟星海·诗,0 30 70 30 38 87,255,,75
42372,5,沧吟星海·辉,48 30 0 30 27 130,265,,75
42373,5,沧吟星海·痕,0 30 48 30 27 130,265,,75
42374,5,沧吟星海·瀚,25 55 0 55 20 100,255,,75
42375,5,沧吟星海·澜,0 55 25 55 20 100,255,,75
42376,5,霍光专属全能刻印,53 28 0 28 40 86,235,4515,
42377,5,悍武一方β,53 28 0 28 40 86,235,,74
42378,5,铃熙专属全能刻印,32 24 0 24 30 68,178,4517,
42379,5,小熊·俄萨梅专属全能刻印,0 23 36 23 24 64,170,4518,
42380,5,小熊·俄萨梅专属全能刻印S,0 23 36 23 24 64,170,4518,
42381,5,大闹天宫·大圣,45 23 0 23 38 91,220,,78
42382,5,大闹天宫·龙王,0 25 50 25 25 95,220,,78
42383,5,大闹天宫·神君,55 25 0 25 35 80,220,,78
42384,4,龙宫·降雨,0 20 30 20 0 110,180,,78
42385,4,龙宫·雷鸣,0 22 41 22 0 95,180,,78
42386,4,龙宫·海潮,0 25 50 25 0 80,180,,78
42387,2,锦·水红,82 0 0 0 36 0,118,,76
42388,2,锦·嫣红,0 0 82 0 36 0,118,,76
42389,2,锦·绯红,0 0 0 0 35 118,153,,76
42390,2,锦·铅白,61 0 0 0 0 117,178,,76
42391,2,锦·荼白,80 71 0 0 0 0,151,,76
42392,2,锦·月白,80 0 0 71 0 0,151,,76
42393,2,锦·石青,0 0 61 0 0 117,178,,76
42394,2,锦·竹青,0 71 80 0 0 0,151,,76
42395,2,锦·玄青,0 0 80 71 0 0,151,,76
42396,2,锦·湖蓝,0 80 0 80 0 0,160,,76
42397,2,锦·蔚蓝,0 62 0 0 0 116,178,,76
42398,2,锦·黛蓝,0 0 0 62 0 116,178,,76
42399,3,梅染觉温,54 0 0 0 39 107,200,,77
42400,3,酡颜一笑,0 0 54 0 39 107,200,,77
42401,3,竹月泛影,0 41 0 41 0 110,192,,77
42402,3,绛紫如娥,0 56 0 56 40 0,152,,77
42403,5,孙悟空专属全能刻印,46 23 0 23 28 80,200,4524,
42404,5,二郎神专属全能刻印,42 25 0 25 25 83,200,4525,
42405,5,雪姝专属全能刻印,0 21 30 21 30 70,172,4529,
42406,5,大熊·俄萨米专属全能刻印,0 25 30 25 22 73,175,4530,
42407,5,大熊·俄萨米专属全能刻印S,0 25 30 25 22 73,175,4530,
42408,5,幽诡之杖,0 30 63 30 30 87,240,,61
42409,5,诡魅浮踪·幽美专属全能刻印,0 28 45 28 28 80,209,4535,
42410,5,真心·翡翠,60 20 0 20 25 85,210,,79
42411,5,预言·石榴石,0 20 60 20 25 85,210,,79
42412,5,虚幻·紫水晶,42 25 0 25 38 90,220,,79
42413,5,灵魂·黑玉,0 25 42 25 38 90,220,,79
42414,5,莫塔里安专属全能刻印,0 30 35 30 40 105,240,4541,
42416,5,天鹰·阿奎拉专属全能刻印,0 22 32 22 35 70,181,4544,
42417,5,天鹰·阿奎拉专属全能刻印S,0 22 32 22 35 70,181,4544,
42418,5,怜羽专属全能刻印,0 22 34 22 29 71,178,4552,
42419,5,圣谕邪魇专属全能刻印,55 27 0 27 38 88,235,4554,
42420,5,猎户·欧莱恩专属全能刻印,32 22 0 22 28 83,187,4555,
42421,5,猎户·欧莱恩专属全能刻印S,32 22 0 22 28 83,187,4555,
42422,5,吉娜米斯专属全能刻印,0 21 37 21 30 68,177,4560,
42423,5,霆律专属全能刻印,32 23 0 23 35 66,179,4561,
42424,5,天琴·莱菈专属全能刻印,0 23 38 23 27 68,179,4565,
42425,5,天琴·莱菈专属全能刻印S,0 23 38 23 27 68,179,4565,
42426,5,山椿专属全能刻印,0 26 32 26 22 75,181,4566,
42427,2,流年·灵火,0 0 60 0 0 116,176,,80
42428,2,流年·深寒,0 0 80 0 35 0,115,,80
42429,2,流年·繁花,0 0 80 70 0 0,150,,80
42430,2,流年·星光,0 70 80 0 0 0,150,,80
42431,2,流年·寂夜,0 0 0 0 38 110,148,,80
42432,2,流年·尘砂,0 0 0 0 33 116,149,,80
42433,2,流年·天光,60 0 0 0 0 116,176,,80
42434,2,流年·纯水,80 0 0 0 35 0,115,,80
42435,2,流年·幻形,80 0 0 70 0 0,150,,80
42436,2,流年·灼芒,80 70 0 0 0 0,150,,80
42437,2,流年·疾电,0 60 0 0 0 116,176,,80
42438,2,流年·斗影,0 0 0 60 0 116,176,,80
42439,5,南十字·克鲁斯专属全能刻印,32 22 0 22 29 70,175,4575,
42440,5,南十字·克鲁斯专属全能刻印S,32 22 0 22 29 70,175,4575,
42441,5,寂娆专属全能刻印,42 21 0 21 31 62,177,4574,
42442,5,苍星之理,0 25 55 25 40 90,235,,64
42443,5,梦貘专属全能刻印,32 24 0 24 24 72,176,4581,
42444,5,幻灵·雷霆,50 32 0 32 41 85,240,,81
42445,5,幻灵·飓风,0 32 50 32 41 85,240,,81
42446,5,幻灵·炽焰,65 27 0 27 34 87,240,,81
42447,5,幻灵·净水,0 27 65 27 34 87,240,,81
42448,5,幻灵·建木,35 45 0 45 25 90,240,,81
42449,5,幻灵·山岳,0 45 35 45 25 90,240,,81
42450,5,幻灵·光子,41 25 0 25 25 124,240,,81
42451,5,幻灵·暗影,0 25 41 25 25 124,240,,81
42452,5,斯诺椰专属全能刻印,0 21 34 21 29 70,175,4585,
42453,5,斯诺椰专属全能刻印S,0 21 34 21 29 70,175,4585,
42454,5,空元行者专属全能刻印,0 30 45 30 40 90,235,4586,
42455,5,血刎剑姬专属全能刻印,43 25 0 25 35 82,210,4593,
42456,5,卡米拉专属全能刻印,0 22 32 22 27 72,175,4598,
42457,5,卡米拉专属全能刻印S,0 22 32 22 27 72,175,4598,
42458,5,古堡记忆·猎魔,60 27 0 27 36 80,230,,82
42459,5,古堡记忆·蝶语,0 42 35 42 25 86,230,,82
42460,5,古堡记忆·入梦,0 25 50 25 40 90,230,,82
42461,5,古堡记忆·炼狱,50 25 0 25 30 100,230,,82
42462,5,古堡记忆·幻兽,0 26 40 26 25 113,230,,82
42463,5,圣耀之霆,55 25 0 25 40 95,240,,65
42464,5,轰天之霆,60 23 0 23 38 96,240,,65
42465,5,寂杀之凌,55 30 0 30 30 95,240,,65
42466,5,不败之冕,59 29 0 29 43 90,250,,65
42467,5,永昼之誓,0 28 51 28 41 87,235,,64
42468,5,斯布林蒂专属全能刻印,0 40 30 40 25 100,235,4600,
42469,5,萨芙凯特专属全能刻印,60 25 0 25 40 85,235,4604,
42470,5,金瑞福龙专属全能刻印,45 22 0 22 28 85,202,4602,
42471,5,克罗恩专属全能刻印,0 21 39 21 28 66,175,4609,
42472,5,克罗恩专属全能刻印S,0 21 39 21 28 66,175,4609,
42473,5,小卷专属全能刻印,28 22 0 22 22 66,160,4610,
42474,5,源星之埃,60 32 0 32 21 95,240,,65
42475,5,佩斯莉专属全能刻印,0 25 35 25 25 75,185,4616,
42476,5,孤烛灯使专属全能刻印,0 31 45 31 39 94,240,4620,
42477,5,贝利弗专属全能刻印,32 25 0 25 28 75,185,4619,
42478,5,贝利弗专属全能刻印S,32 25 0 25 28 75,185,4619,
42479,5,赫斯提亚专属全能刻印,0 30 54 30 35 91,240,4627,
42480,5,夏厄普专属全能刻印,34 23 0 23 29 66,175,4626,
42481,5,夏厄普专属全能刻印S,34 23 0 23 29 66,175,4626,
42482,5,神邃之杯,0 27 40 27 41 100,235,,64
42483,5,告命之典,0 24 51 24 36 100,235,,64
42484,5,佩里德专属全能刻印,0 21 39 21 32 64,177,4634,
42485,5,佩里德专属全能刻印S,0 21 39 21 32 64,177,4634,
42486,5,繁星传说,0 28 50 28 41 88,235,,83
42487,5,黑月传说,0 27 61 27 36 84,235,,83
42488,5,流光传说,0 30 36 30 28 116,240,,83
42489,5,空夜传说,0 46 25 46 25 93,235,,83
42490,5,电磁核心,50 28 0 28 41 88,235,,83
42491,5,超限核心,61 27 0 27 36 84,235,,83
42492,5,数模核心,36 30 0 30 28 116,240,,83
42493,5,稳态核心,25 46 0 46 25 93,235,,83
42494,5,蓓丽安特专属全能刻印,0 25 50 25 40 85,225,4643,
42495,5,克雷弗德专属全能刻印,41 26 0 26 40 92,225,4644,
42496,5,本源回响,0 28 46 28 43 110,255,,83
42497,5,黄金螺旋,46 28 0 28 43 110,255,,83
42498,5,本源回响β,0 27 45 27 41 100,240,,83
42499,5,黄金螺旋β,45 27 0 27 41 100,240,,83
42500,5,枫的记忆,0 27 51 27 41 84,230,,61
42501,5,群星·奇旅,59 33 0 33 43 87,255,,84
42502,5,群星·远航,0 33 59 33 43 87,255,,84
42503,5,群星·相遇,70 28 0 28 40 89,255,,84
42504,5,群星·重逢,0 28 70 28 40 89,255,,84
42505,5,群星·知心,43 27 0 27 34 134,265,,84
42506,5,群星·共鸣,0 27 43 27 34 134,265,,84
42507,5,群星·记忆,25 60 0 60 20 90,255,,84
42508,5,群星·印象,0 60 25 60 20 90,255,,84
42509,5,库恩琪专属全能刻印,0 23 34 23 29 66,175,4652,
42510,5,库恩琪专属全能刻印S,0 23 34 23 29 66,175,4652,
42511,5,芙拉尔专属全能刻印,0 22 34 22 27 70,175,4659,
42512,5,芙拉尔专属全能刻印S,0 22 34 22 27 70,175,4659,
42513,5,凌虎·关银屏专属全能刻印,45 26 0 26 33 80,210,4663,
42514,5,尚克斯专属全能刻印,0 24 32 24 29 66,175,4668,
42515,5,尚克斯专属全能刻印S,0 24 32 24 29 66,175,4668,
42516,5,招财专属全能刻印,0 24 32 24 26 70,176,4675,
42517,5,伏奥诺专属全能刻印,0 25 30 25 28 67,175,4681,
42518,5,伏奥诺专属全能刻印S,0 25 30 25 28 67,175,4681,
42519,5,星辰万象·天启星魂专属全能刻印,25 30 25 30 40 90,240,4677,
42520,5,大地神迹,0 30 72 30 38 90,260,,85
42521,5,辉光永恒,72 30 0 30 38 90,260,,85
42522,5,深渊瞥视,0 30 45 30 30 125,260,,85
42523,5,恶念缚魂,45 30 0 30 30 125,260,,85
42524,5,超限审判,0 40 45 40 42 93,260,,85
42525,5,时空秩守,45 40 0 40 42 93,260,,85
42526,5,迪迦奥特曼专属全能刻印,0 30 35 30 30 80,205,4678,
42527,5,赛罗奥特曼专属全能刻印,0 30 40 30 35 80,215,4679,
42528,5,贝利亚奥特曼专属全能刻印,0 30 40 30 30 85,215,4680,
42529,5,艾瑞吉专属全能刻印,33 24 0 24 30 64,175,4689,
42530,5,艾瑞吉专属全能刻印S,33 24 0 24 30 64,175,4689,
